id,slug,url,name,description,category,platform,platform_role,tags,authors,repository,repository_host,registry,registry_name,doi,publication,website,blogpost,youtube,twitter,internetarchive,notes
c78bd5,benmarwickopencontext,https://open-archaeo.info/post/benmarwickopencontext/,benmarwickopencontext.r,Experimenting with the opencontext.org api using r,Scripts,R,language,API interfaces and web scrapers,benmarwick,https://gist.github.com/benmarwick/50aa4c39b7d955d0ec40,GitHub Gist,,,,,,,,,https://archive.org/details/gist.github.com-50aa4c39b7d955d0ec40_-_2016-09-16_22-55-57,
bf55a7,bioprofile,https://open-archaeo.info/post/bioprofile/,BioProfile,A shiny app which uses the results of standard osteological methods to create a basic biological profile,Packages and libraries,R,language,Biological anthropology,AlisJay,https://github.com/AlisJay/BioProfile,GitHub,,,,,https://alisjay.shinyapps.io/BioProfile,,,,,
d43c52,bleiglas,https://open-archaeo.info/post/bleiglas/,bleiglas,"An R package that provides functions for 3D tessellation with Voro++ and subsequent horizontal cutting of the resulting polygons for 2D plotting. It was developed for archaeological spatiotemporal data, but may as well be used for other three dimensional contexts.",Packages and libraries,R,language,Spatial analysis|3D modelling,nevrome|stschiff,https://github.com/nevrome/bleiglas,GitHub,,,,https://doi.org/10.21105/joss.03092,,,,,https://archive.org/details/github.com-nevrome-bleiglas_-_2021-04-10_13-49-19,
f08f30,bonify,https://open-archaeo.info/post/bonify/,Bonify,Access and visualize 3D models of faunal remains.,Standalone software,,,3D modelling|Zooarchaeology,garynobles|Canan Cakirlar|Nynke de Boer,,,,,,,https://www.digitalbones.eu,,,,,
f17272,c14,https://open-archaeo.info/post/c14/,c14,R package for tidy radiocarbon data.,Packages and libraries,R,language,"Radiocarbon dating, calibration and sequencing",joeroe,https://github.com/joeroe/c14,GitHub,,,,,https://c14.joeroe.io,,,,https://archive.org/details/github.com-joeroe-c14_-_2021-05-06_14-30-31,
f279f8,c14intervals,https://open-archaeo.info/post/c14intervals/,c14Intervals,R package for calculating probability intervals and point estimates for calibrated radiocarbon dates.,Packages and libraries,R,language,"Radiocarbon dating, calibration and sequencing",jallison7,https://github.com/jallison7/c14Intervals,GitHub,,,,,,,,,,
695909,ca,https://open-archaeo.info/post/ca/,ca,R script for seriation using correspondence analysis.,Scripts,R,language,Statistical analysis|Seriation,mpeeples2008,,,,,,,http://www.mattpeeples.net/ca.html,,,,,
c2e98c,caddonet,https://open-archaeo.info/post/caddonet/,caddonet,Peer reviewed and indexed articles published on Caddo archaeology since 2000.,Standalone software,,,Datasets|Bibliography,aksel-blaise,https://github.com/aksel-blaise/caddonet,GitHub,,,,,https://aksel-blaise.github.io/caddonet/,,,,https://archive.org/details/github.com-aksel-blaise-caddonet_-_2020-04-03_11-10-46,
bf29c1,cainterprtools,https://open-archaeo.info/post/cainterprtools/,CAinterprTools,R package to help interpreting correspondence analysis' results.,Packages and libraries,R,language,Statistical analysis,gianmarcoalberti,https://github.com/gianmarcoalberti/CAinterprTools,GitHub,,,,,,,,,https://archive.org/details/github.com-gianmarcoalberti-CAinterprTools_-_2018-05-30_15-29-32,
27197c,carbon14,https://open-archaeo.info/post/carbon14/,carbon14,"The goal of carbon14 is to provide a tidy interface to radiocarbon dating, to promote its inclusion in reproducible manuscripts",Packages and libraries,R,language,"Radiocarbon dating, calibration and sequencing",paleolimbot,https://github.com/paleolimbot/carbon14,GitHub,,,,,,,,,https://archive.org/details/github.com-paleolimbot-carbon14_-_2018-03-14_14-20-15,
c52425,carbonara-poc,https://open-archaeo.info/post/carbonara-poc/,carbonara_poc,A proof of concept for a potential bayesian sequential calibration software.,Packages and libraries,Python,language,"Chronological modelling|Radiocarbon dating, calibration and sequencing",MartinHinz,https://github.com/MartinHinz/carbonara_poc,GitHub,,,,,,,,,,
cd91f3,carbondate,https://open-archaeo.info/post/carbondate/,carbondate,R package to analyse multiple radiocarbon determinations.,Packages and libraries,R,language,"Radiocarbon dating, calibration and sequencing",TJHeaton|sara-amira-alassam,https://github.com/TJHeaton/carbondate,GitHub,https://CRAN.R-project.org/package=carbondate,CRAN,,https://doi.org/10.1111/rssc.12599,https://tjheaton.github.io/carbondate/,,,,,
584689,caseriation,https://open-archaeo.info/post/caseriation/,CAseriation,R package for contingency tables seriation via correspondence analysis.,Packages and libraries,R,language,Statistical analysis|Seriation,gianmarcoalberti,https://github.com/gianmarcoalberti/CAseriation,GitHub,,,,,,,,,https://archive.org/details/github.com-gianmarcoalberti-CAseriation_-_2018-06-10_15-14-41,
80b195,cavesurvey,https://open-archaeo.info/post/cavesurvey/,CaveSurvey,Cave surveying application for Android devices.,Standalone software,Java,language,Site mapping,lz1asl,https://github.com/lz1asl/CaveSurvey,GitHub,,,,,,,,,,
fde811,ceramatic2-0,https://open-archaeo.info/post/ceramatic2-0/,Ceramatic2.0,A computer vision tool designed to automate the documentation and analysis of archaeological pottery.,Packages and libraries,Python,language,Artefact morphology|Machine learning,lrncrd,https://github.com/lrncrd/Ceramatic2.0,GitHub,,,,https://doi.org/10.1016/j.daach.2025.e00435,,,,,,
1fc02b,ceramic-frequency-date-plot,https://open-archaeo.info/post/ceramic-frequency-date-plot/,Ceramic-Frequency-Date-Plot,This r script produces a exploratory visual for assessing site date ranges originally suggested to me by wesley bernardini redlands university,Scripts,R,language,Diagrams and visualizations|Ceramic analysis,mpeeples2008,https://github.com/mpeeples2008/Ceramic-Frequency-Date-Plot,GitHub,,,,,,,,,https://archive.org/details/github.com-mpeeples2008-Ceramic-Frequency-Date-Plot_-_2018-05-11_04-48-23,
e513d8,ceramicapportioning,https://open-archaeo.info/post/ceramicapportioning/,CeramicApportioning,"A method for chronological apportioning of ceramic assemblages that considers site occupation dates, ceramic production dates, and popularity distribution curves.",Scripts,R,language,Chronological modelling|Ceramic analysis,mpeeples2008,https://github.com/mpeeples2008/CeramicApportioning,GitHub,,,,,,,,,https://archive.org/details/github.com-mpeeples2008-CeramicApportioning_-_2021-05-27_23-46-40,
797d72,charcoalhearths,https://open-archaeo.info/post/charcoalhearths/,charcoalhearths,Work with geotifs to detect charcoal hearths,Packages and libraries,Python,language,Aerial and satellite imagery|Shape recognition,jeffblackadar,https://github.com/jeffblackadar/charcoalhearths,GitHub,,,,,,,,,,
8e5d7c,chartool,https://open-archaeo.info/post/chartool/,CharTool,Chartool is a macro tool for quantifying charcoal particles for paleoecological research applications.,Standalone software,,,Palaeobotany,gsnitker,https://github.com/gsnitker/CharTool,GitHub,,,,,,,,,https://archive.org/details/github.com-gsnitker-CharTool_-_2020-04-06_21-46-45,
70f317,cherish,https://open-archaeo.info/post/cherish/,cherish,"Cherish is a tool that aids archaeologists and designers to represent historical, urban and archaeological structures and sites in 3d by means of image manipulation and sketching. Combine disparate data types such as photographs, illustrations, diagrams, text annotations, point cloud representation, etc, into a comprehensive 3d space, to make 3d sense of the data.",Standalone software,,,3D modelling,vicrucann,https://github.com/vicrucann/cherish,GitHub,,,,,,,,,,
b82653,chronochrt,https://open-archaeo.info/post/chronochrt/,chronochrt,Building chronological charts easily with R.,Packages and libraries,R,language,Chronological modelling,roset,https://gitlab.com/roset/chronochrt,GitLab,https://CRAN.R-project.org/package=chronochrt,CRAN,,,,,,,,
13e033,chronolog,https://open-archaeo.info/post/chronolog/,ChronoLog,A tool for computer-assisted chronological research.,Standalone software,,,Chronological modelling,Eythan Levy|Frédéric Pluquet|Gilles Geeraerts,,,,,10.1016/j.jas.2020.105225,,https://chrono.ulb.be/,,,,,
8ec389,chronomodel,https://open-archaeo.info/post/chronomodel/,chronomodel,Chronological modelling of archaeological data using bayesian statistics.,Standalone software,,,Chronological modelling,Chronomodel,https://github.com/Chronomodel/chronomodel,GitHub,,,,,https://chronomodel.com/,,,,https://archive.org/details/github.com-Chronomodel-chronomodel_-_2021-02-02_16-41-52,
a3efe1,chronophage,https://open-archaeo.info/post/chronophage/,Chronophage,Applications for obtaining chronograms (quantified chronology diagrams) and time distribution curves of archaeological or historical units from quantified dating indicators treated as inaccuracy intervals.,Packages and libraries,LibreOffice Calc,host application,Chronological modelling,Bruno Desachy,,,,,,,https://abp.hypotheses.org/4284,,,,,
caea30,chronup,https://open-archaeo.info/post/chronup/,chronup,Tools for chronological uncertainty propagation.,Packages and libraries,R,language,Chronological modelling|Statistical analysis,wccarleton,https://github.com/wccarleton/chronup,GitHub,,,,,,,,,,
09f20e,clam,https://open-archaeo.info/post/clam/,clam,A package for classical age-depth modelling of cores from deposits.,Packages and libraries,R,language,Chronological modelling|Geophysical survey,Maarten14C,https://github.com/Maarten14C/clam,GitHub,,,,,,,,,,
88d662,cloudcal,https://open-archaeo.info/post/cloudcal/,CloudCal,This app will allow you to build & apply calibrations for the tracer & artax series of xrf devices,Scripts,R,language,X-Ray Fluorescence,leedrake5,https://github.com/leedrake5/CloudCal,GitHub,,,,,,,,,https://archive.org/details/github.com-leedrake5-CloudCal_-_2021-02-02_19-39-49,
37290d,coffee,https://open-archaeo.info/post/coffee/,coffee,Uses Bayesian methods to enforce the chronological ordering of radiocarbon and other dates.,Packages and libraries,R,language,"Chronological modelling|Radiocarbon dating, calibration and sequencing",Maarten14C,https://github.com/Maarten14C/coffee,GitHub,,,,,,,,,,
f5f13a,cran-jsdne,https://open-archaeo.info/post/cran-jsdne/,cran-JSDNE,JSDNE is an age estimation methods with 3D reconstructed auricular surface.,Packages and libraries,R,language,Artefact morphology,jisunjang19,https://github.com/jisunjang19/cran-JSDNE,GitHub,https://CRAN.R-project.org/package=JSDNE,CRAN,,https://doi.org/10.1016/j.jas.2024.106080,,,,,,
71bfd0,cranial-sex-estimation-code,https://open-archaeo.info/post/cranial-sex-estimation-code/,cranial-sex-estimation-code,Data analysis implementation for evaluating a novel sex estimation method based on skullanalyzer data.,Scripts,MATLAB,language,Biological anthropology|Zooarchaeology,pr0m1th3as,https://github.com/pr0m1th3as/cranial-sex-estimation-code,GitHub,,,,,,,,,https://archive.org/details/github.com-pr0m1th3as-cranial-sex-estimation-code_-_2020-01-31_08-05-24,
443df7,croppro,https://open-archaeo.info/post/croppro/,CropPro,"Data organisation, classification and visualisation of archaeobotanical data to understand crop processing stage.",Packages and libraries,R,language,Palaeobotany|Data management,CropPro-package,https://github.com/CropPro-package/CropPro,GitHub,,,,,,,,,,
388f6a,currycarbon,https://open-archaeo.info/post/currycarbon/,currycarbon,App to run C14 calibration on the command line. Includes and is based on a calibration module written in and for Haskell.,Standalone software,,,"Radiocarbon dating, calibration and sequencing|Chronological modelling",nevrome,https://github.com/nevrome/currycarbon,GitHub,,,,,,,,,,
1d0313,dacord,https://open-archaeo.info/post/dacord/,DACORD,Computer-Assisted Drawing of Archaeological Pottery.,Scripts,R,language,Shape recognition|Artefact morphology|Ceramic analysis,jwilczek-dotcom,https://github.com/jwilczek-dotcom/DACORD,GitHub,,,,,,,,,,
e1488e,dedalo,https://open-archaeo.info/post/dedalo/,dedalo,"Dedalo is a knowledge management system for cultural heritage (tangible and intangible), natural heritage and oral history/memory.",Standalone software,,,Data management,renderpci,https://github.com/renderpci/dedalo,GitHub,,,,,,,,,https://archive.org/details/github.com-renderpci-dedalo_-_2021-01-16_08-50-03,
dfb4a7,dplr,https://open-archaeo.info/post/dplr/,dplR,"Perform tree-ring analyses such as detrending, chronology building, and crossdating.",Packages and libraries,R,language,Dendrochronology|Chronological modelling,AndyBunn,https://github.com/AndyBunn/dplR,GitHub,,,,,,,,,,
437007,e5,https://open-archaeo.info/post/e5/,E5,E5 is a generalized data entry program intended for archaeologists that works with a configuration file where the data entry fields are defined,Standalone software,,,Data management,surf3s,https://github.com/surf3s/E5,GitHub,,,,,,,,,https://archive.org/details/github.com-surf3s-E5_-_2019-11-15_12-18-58,
cbc1c2,ede-interpolation,https://open-archaeo.info/post/ede-interpolation/,ede_interpolation,A qgis 3 plugin for spatio-temporal interpolation of archaeological settlement evidence.,Packages and libraries,QGIS,host application,Spatial analysis,demjanp,https://github.com/demjanp/ede_interpolation,GitHub,,,,,https://plugins.qgis.org/plugins/ede_interpolation/,,,,https://archive.org/details/github.com-demjanp-ede_interpolation_-_2020-06-05_13-54-37,
3b4587,elemsource,https://open-archaeo.info/post/elemsource/,elemSource,R Package for sourcing elements.,Packages and libraries,R,language,X-Ray Fluorescence,bischrob,https://github.com/bischrob/elemSource,GitHub,,,,,,,,,https://archive.org/details/github.com-bischrob-elemSource_-_2020-01-06_18-15-30,
2392a4,ethnobotanyr,https://open-archaeo.info/post/ethnobotanyr/,ethnobotanyR,R package for calculating quantitative ethnobotany indices.,Packages and libraries,R,language,Palaeobotany,CWWhitney,https://github.com/CWWhitney/ethnobotanyR,GitHub,,,,,http://htmlpreview.github.io/?https://github.com/CWWhitney/ethnobotanyR/blob/master/vignettes/ethnobotanyr_vignette.html,,,,https://archive.org/details/github.com-CWWhitney-ethnobotanyR_-_2021-01-08_12-45-25,
111a42,extendedmatrix,https://open-archaeo.info/post/extendedmatrix/,ExtendedMatrix,A scientific method and formal language for the Cultural Heritage domain that formalises complex interpretative philological phenomena such as virtual reconstructive hypotheses in a transparent and robust manner.,Standalone software,,,Schemas and ontologies,zalmoxes-laran|Bruno Fanini|Enzo Cocca,https://github.com/zalmoxes-laran/ExtendedMatrix,GitHub,,,,https://doi.org/10.3390/heritage6020069,https://www.extendedmatrix.org/home,,,,,
0900f8,fastmarching,https://open-archaeo.info/post/fastmarching/,fastmaRching,"An R implementation of the Fast Marching Method (FMM), first developed by Sethian (1996), with the modifications of Silva and Steele (2012, 2014). Also included is a spatial wrapper function that makes it easier to model dispersal scenarios in geospatial domains, as originally envisaged for the study and simulation of prehistoric dispersals",Packages and libraries,R,language,Spatial analysis,f-silva-archaeo,https://github.com/f-silva-archaeo/fastmaRching,GitHub,https://CRAN.R-project.org/package=fastmaRching,CRAN,10.5281/zenodo.1204397,https://doi.org/10.1016/j.jas.2014.04.021,,,,,https://archive.org/details/github.com-f-silva-archaeo-fastmaRching_-_2019-09-05_11-20-15,
bb8f06,fix-exif-artist,https://open-archaeo.info/post/fix-exif-artist/,Fix-exif-artist,Fix the Exif.Image.Artist tag based on user input depending from the camera model. Useful if you have a bunch of photographs from different people all mixed up.,Scripts,Python,language,Bits and bobs,steko,https://codeberg.org/steko/fix-exif-artist,Codeberg,,,,,,,,,https://archive.org/details/codeberg.org-steko-fix-exif-artist_-_2020-03-25_20-46-58,
be9d58,gamma,https://open-archaeo.info/post/gamma/,gamma,Dose rate estimation from in-situ gamma-ray spectrometry measurements for luminescence dating,Packages and libraries,R,language,Luminescence dating,nfrerebeau,https://github.com/crp2a/gamma,GitHub,https://cran.r-project.org/package=gamma,CRAN,10.5281/zenodo.2652393,https://doi.org/10.26034/la.atl.2020.544,https://crp2a.github.io/gamma/,,,,https://archive.org/details/github.com-crp2a-gamma_-_2021-01-14_11-31-46,
c2ec2e,geocore,https://open-archaeo.info/post/geocore/,geoCore,Constructs a graphical representation of petrographic drilling profiles.,Packages and libraries,QGIS,host application,Diagrams and visualizations,Gerrit Bette|Moritz Mennenga,https://github.com/t-systems-on-site-services-gmbh/geoCore,GitHub,,,10.5281/zenodo.4548887,,https://plugins.qgis.org/plugins/geoCore/,,,,,
1e0423,globalid-app,https://open-archaeo.info/post/globalid-app/,GlobaLID-App,The GlobaLID web app,Standalone software,,,Datasets|Stable isotope analysis|Diagrams and visualizations,archmetalDBM,https://github.com/archmetalDBM/GlobaLID-App,GitHub,,,,,https://globalid.dmt-lb.de/,,,,,
657581,gmamisc,https://open-archaeo.info/post/gmamisc/,GmAMisc,"A collection of functions that built in different points in time. The functions' aim spans from univariate outlier detection, to permutation t test, permutation chi-square test, calculation of brainerd-robinson similarity coefficient, validation of logistic regression models, point pattern analysis, and more.",Packages and libraries,R,language,Bits and bobs,gianmarcoalberti,https://github.com/gianmarcoalberti/GmAMisc,GitHub,,,,,,,,,https://archive.org/details/github.com-gianmarcoalberti-GmAMisc_-_2018-07-10_14-35-11,
4e3b63,granulizer,https://open-archaeo.info/post/granulizer/,granulizeR,Shiny app for particle size distribution of lithic archaeological remains.,Standalone software,R,language,Geoarchaeology,marchaeologist,https://github.com/marchaeologist/granulizeR,GitHub,,,,,,,,,,
8da698,hand-axes-image-processing,https://open-archaeo.info/post/hand-axes-image-processing/,hand_axes_image_processing,An automaic pipeline to prepare and process image collections of archaeological artifacts for computer vision workflows.,Scripts,Python,language,3D modelling,jfpalomeque,https://github.com/jfpalomeque/hand_axes_image_processing,GitHub,,,,10.5284/1000354,,,,,,
27d735,harris-matrix-semerj,https://open-archaeo.info/post/harris-matrix-semerj/,harris-matrix,Harris matrix visualization for the web using d3 + klayjs-d3.,Standalone software,,,Harris matrix,semerj,https://github.com/semerj/harris-matrix,GitHub,,,,,,,,,https://archive.org/details/github.com-semerj-harris-matrix_-_2016-05-29_22-11-13,
7ae71f,historical-geocoding-assistant,https://open-archaeo.info/post/historical-geocoding-assistant/,historical-geocoding-assistant,Tool for assisted geocoding of historical datasets (something between a manual table editing and automated geocoding script),Standalone software,,,Data management,adammertel,https://github.com/adammertel/historical-geocoding-assistant,GitHub,,,,,,,,,https://archive.org/details/github.com-adammertel-historical-geocoding-assistant_-_2021-02-04_13-33-32,
0e90b8,hm-generator-site,https://open-archaeo.info/post/hm-generator-site/,hm-generator-site,A one-pager website meant to allow a person to interactively build a harris matrix.,Standalone software,Python,language,Harris matrix|Diagrams and visualizations,shawngraham,https://github.com/shawngraham/homecooked-history/tree/main/hm-generator-site,GitHub,,,,,https://shawngraham.github.io/homecooked-history/hm-generator-site/enhanced.html,https://electricarchaeology.ca/2025/07/11/a-harris-matrix-generator-natural-language-query-tool/,,,,
db7cee,hme-harrismatrixeditor,https://open-archaeo.info/post/hme-harrismatrixeditor/,HME-HarrisMatrixEditor,"A browser-based application for creating, editing, and visualizing archaeological stratigraphic relationships using the Harris Matrix method.",Standalone software,JavaScript,language,Harrix matrix,oeai-dac|Archaeotux,https://github.com/oeai-dac/HME-HarrisMatrixEditor,GitHub,,,,,,,,,,
e8919e,humanos,https://open-archaeo.info/post/humanos/,HumanOS,A mobile application for the intuitive recording of human bones from archaeological sites.,Packages and libraries,Mobile app,deployment,Zooarchaeology|Data management,Rozenn Colleter|Jean-Baptiste Romain|Jean-Baptiste Barreau,,,,,10.4995/var.2020.13422,https://polipapers.upv.es/index.php/var/article/view/13422,https://www.humanos.cnrs.fr/,,,,,
521c30,iconr,https://open-archaeo.info/post/iconr/,iconr,"Set of formal methods for studying archaeological iconographic datasets (rock-art, pottery decoration, stelae, etc.) using network and spatial analysis.",Packages and libraries,R,language,Iconography,zoometh|josempozo|Craig Alexander,https://github.com/zoometh/iconr,GitHub,,,,,https://zoometh.github.io/iconr/articles/index.html,,,,https://archive.org/details/github.com-zoometh-iconr_-_2021-03-01_18-06-08,
adaf1b,intcal,https://open-archaeo.info/post/intcal/,IntCal,"The IntCal20 radiocarbon calibration curves are provided here in a single data package, together with previous IntCal curves and postbomb curves.",Packages and libraries,R,language,"Radiocarbon dating, calibration and sequencing",Maarten14C,https://github.com/Maarten14C/IntCal,GitHub,https://CRAN.R-project.org/package=IntCal,CRAN,,,,,,,,
25d7a1,ishtar,https://open-archaeo.info/post/ishtar/,ishtar,"Ishtar is a database project for managing archaeological data and documentation from archaeological operations, that prioritizes maximum traceability of the information. Designed to enable inter-database communication, the ishtar project aims rather to a distributed information model than a centralized one: communication between the databases is favored.",Standalone software,,,Data management,iggdrasil,https://gitlab.com/iggdrasil/ishtar,GitLab,,,,,https://ishtar-archeo.net/en/,,,,https://archive.org/details/gitlab.com-iggdrasil-ishtar_-_2021-02-12_16-06-23,
752115,kairos,https://open-archaeo.info/post/kairos/,kairos,Analysis of chronological patterns from archaeological count data.,Packages and libraries,R,language,Chronological modelling,nfrerebeau,https://codeberg.org/tesselle/kairos,Codeberg,https://CRAN.R-project.org/package=kairos,CRAN,10.5281/zenodo.5653896,,https://packages.tesselle.org/kairos/,,,,https://archive.org/details/github.com-tesselle-kairos_-_2021-06-24_12-52-49,
7c2f58,khroma,https://open-archaeo.info/post/khroma/,khroma,Colour schemes for scientific data visualization.,Packages and libraries,R,language,Diagrams and visualizations,nfrerebeau,https://codeberg.org/tesselle/khroma,Codeberg,https://CRAN.R-project.org/package=khroma,CRAN,10.5281/zenodo.1472077,,https://packages.tesselle.org/khroma/,,,,https://archive.org/details/github.com-tesselle-khroma_-_2021-01-26_17-55-46,
272bf9,kmeans,https://open-archaeo.info/post/kmeans/,Kmeans,Script for conducting k-means cluster analysis using r. This script provides output designed to help the user select an appropriate cluster solution.,Scripts,R,language,Statistical analysis,mpeeples2008,https://github.com/mpeeples2008/Kmeans,GitHub,,,,,http://www.mattpeeples.net/kmeans.html,,,,https://archive.org/details/github.com-mpeeples2008-Kmeans_-_2018-05-10_22-06-21,
5c93f2,kotyle,https://open-archaeo.info/post/kotyle/,kotyle,"Calculate the capacity of a ceramic vessel, like an amphora.",Packages and libraries,Python,language,Artefact morphology|Ceramic analysis,iosa,https://codeberg.org/steko/kotyle,Codeberg,,,,,https://kotyle.readthedocs.io/en/latest/,,,,https://archive.org/details/codeberg.org-steko-kotyle_-_2020-06-23_23-00-02,
55b790,kriging,https://open-archaeo.info/post/kriging/,kriging,Codes for performing kriging for ethnographic and archaeological data.,Scripts,R,language,Statistical analysis,cl379,https://github.com/cl379/kriging,GitHub,,,,,,,,,https://archive.org/details/github.com-cl379-kriging_-_2015-05-04_10-58-32,
911bb0,lakhesis,https://open-archaeo.info/post/lakhesis/,lakhesis,"Provides an interactive platform and critical measures for seriating binary data matrices through the exploration, selection, and consensus of partially seriated sequences.",Packages and libraries,R,language,Statistical analysis,scollinselliott,https://github.com/scollinselliott/lakhesis,GitHub,https://CRAN.R-project.org/package=lakhesis,CRAN,,,,,,,,
d84fe7,lisa,https://open-archaeo.info/post/lisa/,LISA,Moran's i and getis-ord g* analysis.,Scripts,R,language,Statistical analysis,mpeeples2008,,,,,,,http://www.mattpeeples.net/modules/LISA.html,,,,,
37f7aa,luminescence,https://open-archaeo.info/post/luminescence/,Luminescence,Development version of the r package 'luminescence'. The r package 'luminescence' by the r-luminescence group provides a collection of various r functions for luminescence dating data analysis.,Packages and libraries,R,language,Luminescence dating,R-Lum,https://github.com/R-Lum/Luminescence,GitHub,https://CRAN.R-project.org/package=Luminescence,CRAN,,,https://r-lum.github.io/Luminescence/,,,,https://archive.org/details/github.com-R-Lum-Luminescence_-_2021-02-01_17-37-18,
91be4c,lumreader,https://open-archaeo.info/post/lumreader/,LumReader,R package to simulate a luminescence reader,Packages and libraries,R,language,Luminescence dating,dstreble,https://github.com/dstreble/LumReader,GitHub,,,,,,,,,https://archive.org/details/github.com-dstreble-LumReader_-_2017-01-26_13-55-17,
5c52b6,magaar,https://open-archaeo.info/post/magaar/,magAAR,Analyse geomagnetic data from archaeological context,Packages and libraries,R,language,Geophysical survey,ISAAKiel,https://github.com/ISAAKiel/magAAR,GitHub,,,,,,,,,https://archive.org/details/github.com-ISAAKiel-magAAR_-_2017-06-10_14-34-21,
38c9e3,marbleplan,https://open-archaeo.info/post/marbleplan/,marbleplan,Loading a Marble Plan fragment.,Standalone software,,,3D modelling|Educational resources and practical guides,rybesh,https://github.com/rybesh/marbleplan,GitHub,,,,,http://rybesh.github.io/marbleplan/,,,,,
9baf3a,max,https://open-archaeo.info/post/max/,MAX,An online tool for the comparative analysis of museum databases.,Standalone software,,,Museums,stefanieschneider|Hubertus Kohle|Severin Burg|Helmut Küchenhoff,https://github.com/stefanieschneider/MAX,GitHub,,,,,https://www.max.gwi.uni-muenchen.de/,,,,https://archive.org/details/github.com-stefanieschneider-MAX_-_2020-10-20_11-38-03,
869033,mean-ceramic-date-and-error-estimation,https://open-archaeo.info/post/mean-ceramic-date-and-error-estimation/,Mean-Ceramic-Date-and-Error-Estimation,Script for calculating mean ceramic dates based on tabular data. This script also estimates sampling error using a bootstrapping procedure.,Scripts,R,language,Statistical analysis|Ceramic analysis,mpeeples2008,https://github.com/mpeeples2008/Mean-Ceramic-Date-and-Error-Estimation,GitHub,,,,,http://www.mattpeeples.net/mcd.html,,,,https://archive.org/details/github.com-mpeeples2008-Mean-Ceramic-Date-and-Error-Estimation_-_2018-05-10_22-18-24,
ffa635,missing,https://open-archaeo.info/post/missing/,missing,You have a sequence of numbered items and want to check if any are missing.,Scripts,Python,language,Bits and bobs,steko,https://codeberg.org/steko/missing,Codeberg,,,,,,,,,https://archive.org/details/codeberg.org-steko-missing_-_2020-02-10_10-18-09,
a35572,mobest,https://open-archaeo.info/post/mobest/,mobest,"An R package that provides types and functions for spatiotemporal interpolation of human genetic ancestry components, probabilistic similarity search and the calculation of a derived measure for mobility estimation.",Packages and libraries,R,language,Archaeogenetics|Simulation,nevrome,https://github.com/nevrome/mobest,GitHub,,,,https://doi.org/10.1073/pnas.2218375120,https://nevrome.de/mobest/html/master/,,,,,
1dcba9,morphalr,https://open-archaeo.info/post/morphalr/,morphalr,Morphological analysis for archaeology.,Packages and libraries,R,language,Spatial analysis,JGravier,https://github.com/JGravier/morphalr,GitHub,,,,,https://jgravier.github.io/morphalr/,,,,,
2eb608,morphotype,https://open-archaeo.info/post/morphotype/,morphotype,Provide a pipeline from shape data extraction to typological arrangement of pottery profiles.,Packages and libraries,R,language,Artefact morphology|Shape recognition|Ceramic analysis,kafetzakid,https://github.com/kafetzakid/morphotype,GitHub,,,10.5281/zenodo.8224882,,,,,,,
c0aaa0,morphotypeshiny,https://open-archaeo.info/post/morphotypeshiny/,morphotypeShiny,Shiny implementation of morphotype.,Packages and libraries,R,language,Artefact morphology|Shape recognition,kafetzakid,https://github.com/kafetzakid/morphotypeShiny,GitHub,,,10.5281/zenodo.6760607,,,,,,,
c9dcac,munsell,https://open-archaeo.info/post/munsell/,munsell,"Provides easy access to, and manipulation of, the munsell colours",Packages and libraries,R,language,Diagrams and visualizations,cwickham,https://github.com/cwickham/munsell/,GitHub,https://CRAN.R-project.org/package=munsell,CRAN,,,,,,,https://archive.org/details/github.com-cwickham-munsell_-_2019-09-24_04-56-16,
34cd53,munsell-plot,https://open-archaeo.info/post/munsell-plot/,munsell-plot.R,Make a stratigraphic-style plot-schematic of sediment colour using munsell values,Scripts,R,language,Diagrams and visualizations,benmarwick,https://gist.github.com/benmarwick/f32cbc2fe7297ec9f276b52c118a249a,GitHub Gist,,,,,,,,,https://archive.org/details/gist.github.com-f32cbc2fe7297ec9f276b52c118a249a_-_2019-03-16_00-28-14,
0e2cc5,murature,https://open-archaeo.info/post/murature/,murature,"This python library was written as an help for the study of stone walls, mainly through the quantitative analysis of spatial dimensions of stones.",Packages and libraries,Python,language,Shape recognition,steko|iosa,https://codeberg.org/steko/murature,Codeberg,,,,,,,,,https://archive.org/details/codeberg.org-steko-murature_-_2020-06-22_14-12-21,
dc92d8,near-presence-analysis,https://open-archaeo.info/post/near-presence-analysis/,Near-Presence-Analysis,R script for analyzing presence/absence data in irregularly distributed archaeological survey units.,Scripts,R,language,Statistical analysis|Spatial analysis,eweaverdyck,https://github.com/eweaverdyck/Near-Presence-Analysis,GitHub,,,,,,,,,https://archive.org/details/github.com-eweaverdyck-Near-Presence-Analysis_-_2021-06-11_19-30-34,
ca6801,neiman1995,https://open-archaeo.info/post/neiman1995/,neiman1995,R Shiny Document - Visualizing model functions in Neimans 'Stylistic variation in evolutionary perspective' with an interactive document.,Scripts,R,language,Educational resources and practical guides|Cultural evolution,nevrome,https://github.com/nevrome/neiman1995,GitHub,,,,,https://nevrome.shinyapps.io/neiman1995,,,,https://archive.org/details/github.com-nevrome-neiman1995_-_2018-09-15_12-51-43,
